Name,Category,Type,Price Range,Rating,No of Reviews,Description,Address,Latitude,Longitude
Boston Entertainment Group,Entertainment,DJ service,$$,5,3, ,48 Waterfield Rd #56,42.451357,-71.136911
Party Time Events,Entertainment,Event planner,$$,4.7,24, Historical performing arts venue,800 Boylston St 16th Floor,42.346277,-71.082801
Storyville,Entertainment,Bar,$$,3.3,89, Swanky nightclub with classic cocktails,90 Exeter St,42.348627,-71.078821
The Greatest Bar,Entertainment,Bar,$$,3.9,473, High energy sports bar & nightclub,262 Friend St,42.364587,-71.061441
The Kurland Agency,Entertainment,Entertainment agency,$$,4.5,2,Retro style bowling alley & lounge,173 Brighton Ave,42.353437,-71.133191
Abby Lane,Entertainment,Gastropub,$$,4.2,377, American fare for theatergoers,255 Tremont St,42.350457,-71.065351
Boston's Wedding Entertainment,Entertainment,DJ service,$$,5,1, Sumptuous nightclub for drinks & dancing,9 Arline Dr,42.588378,-71.075978
Paradise Rock Club,Entertainment,Event venue,$$,4.3,1077, Intimate live music venue & bar,967 Commonwealth Avenue,42.352018,-71.119427
Chuck E. Cheese,Entertainment,Video arcade,$$,3.9,554," Chain for kids' parties, pizza & games",29 Mystic View Rd,42.339783,-71.071788
Picture Show at SouthCoast Marketplace,Entertainment,Movie theater,$$,4.6,854, Movie theater for new releases,550 William S Canning Blvd,41.671665,-71.157376
Tia's,Entertainment,Bar,$$,3.9,426, Festive waterfront seafood restaurant,200 Atlantic Ave,42.360599,-71.050556
Icon Nightclub,Entertainment,Night club,$$,3.6,86,"Hip club spinning house, hip hop & more",100 Warrenton St,42.350794,-71.066231
Royale,Entertainment,Night club,$$,3.9,537, Trendy mega dance club & concert venue,279 Tremont St,42.349982,-71.065468
Gaglini Law Group LLC,Entertainment,Law firm,$$,5,1,New Orleans style food & rock music,1 Commercial Wharf W,42.362655,-71.051898
Central Square Theater,Entertainment,Performing arts theater,$$,4.7,130, Theatrical arts facility in city center,450 Massachusetts Ave,42.339831,-71.080588
Famtyze Entertainment.Inc,Entertainment,Record company,$$,5,50, Home arena of the Celtics & Bruins,16 Fidelis Way,42.345697,-71.143901
Lucky Strike Social Somerville,Entertainment,Bowling alley,$$,4,460, Hip bowling alley with DJs & full bar,325 Revolution Dr,42.391311,-71.079707
Bristol Recording and Voice Studios,Entertainment,Recording studio,$$,4,12,Revered venue for up & coming bands,238 Huntington Ave,42.342947,-71.084181
Total Entertainment,Entertainment,Party equipment rental service,$$,4.1,9, Popular sports bar with DJs & live bands,123 Liberty St,42.557082,-70.924595
Entertainment Cinemas,Entertainment,Movie theater,$$,4,312, Cozy theater for first run films,26 Enterprise Rd,42.323888,-71.062857
Pure Energy Entertainment,Entertainment,Event management company,$$,5,2, ,300 Andover St,42.595532,-70.97088
Pho Basil,Entertainment,Bar,$,4.4,1009, No frills Thai & Vietnamese dining,177 Massachusetts Ave,42.345787,-71.087341
Boston Conservatory Theater,Entertainment,Performing arts theater,$$,4.9,36, Swanky nightclub with classic cocktails,31 Hemenway St,42.345772,-71.089653
Huntington Theatre Company,Entertainment,Performing arts theater,$$,4.7,299,High energy sports bar & nightclub,"4606, 264 Huntington Ave",42.341871,-71.085641
Huntington Avenue Theatre,Entertainment,Performing arts theater,$$,5,5,Retro style bowling alley & lounge,264 Huntington Ave,42.341852,-71.085592
Boston Conservatory at Berklee,Entertainment,Music conservatory,$$,4.6,15, American fare for theatergoers,"4099 8, Fenway",42.346127,-71.090081
The Dorothy and Charles Mosesian Center for the Arts,Entertainment,Arts organization,$$,4.8,60, Sumptuous nightclub for drinks & dancing,321 Arsenal St,42.363072,-71.164601
Symphony Sushi,Entertainment,Bar,$$,4.3,298," Cheerful, low key sushi house",45 Gainsborough St,42.342007,-71.087083
Two Saints Tavern,Entertainment,Grill,$$,3.8,22," Chain for kids' parties, pizza & games",52 Gainsborough St,42.341777,-71.087362
Jordan Hall,Entertainment,Concert hall,$$,4.8,259, New England Conservatory's concert hall,30 Gainsborough St,42.340932,-71.086368
Bukowski Tavern,Entertainment,Bar,$$,4.4,711," Lengthy draft list, eats & a hip vibe",50 Dalton St,42.347082,-71.085644
Poké station and kitchen,Entertainment,Sushi,$$,4.5,49,"Hip club spinning house, hip hop & more",313 Huntington Ave,42.341156,-71.087685
McGreevy's Boston,Entertainment,Sports bar,$$,4.3,849, Venerable sports bar & Irish pub,911 Boylston St,42.348447,-71.084421
Top of the Hub,Entertainment,American,$$$,4.2,1596, Spectacular views & American fine dining,800 Boylston St,42.346277,-71.082801
Wally's Cafe Jazz Club,Entertainment,Jazz,$,4.5,617," Tiny, happening old school jazz hideaway",427 Massachusetts Ave,42.340697,-71.082291
The Pour House,Entertainment,Grill,$,4.3,1452," Boisterous, no frills bar & grill",907 Boylston St #21,42.348477,-71.084321
Lucy Parsons Center,Entertainment,Book store,$$,4.3,34, Progressive bookstore & community space,358 Centre St # A,42.294791,-71.058323
Uni,Entertainment,Bar,$$$$,4.4,283, Omakase menus & creative Asian fare,370A Commonwealth Avenue,42.348607,-71.088691
LIR,Entertainment,Irish pub,$$,4.1,488, Upmarket spin on the Irish pub,903 Boylston St,42.348498,-71.084241
United South End Settlements (Harriet Tubman House),Entertainment,Non,$$,4.5,6,566 Columbus Ave Cozy theater for first run films,profit organization,42.370567,-71.026964
Whiskey's,Entertainment,Grill,$$,3.9,1031," BBQ in a casual, festive sports bar",885 Boylston St,42.348635,-71.083621
Back Bay Social,Entertainment,Bar,$$,4,546, Sophisticated American grub & cocktails,867 Boylston St,42.348757,-71.083446
Cafeteria Boston,Entertainment,Bar,$$,4,461, Hipster haunt with updated comfort food,279a Newbury St,42.349397,-71.084011
Loretta's Last Call,Entertainment,Southern,$$,4.2,571, Southern cooking & live music,1 Lansdowne St,42.347331,-71.094491
Dave & Buster's,Entertainment,Event venue,$$,4,1435, Chain for American food & arcade games,250 Granite St #1908,42.218901,-71.023623
Machine Nightclub,Entertainment,Event venue,$,3.5,130, High end beef & seafood in posh environs,1254 Boylston St,42.344754,-71.095965
1855 Wine Bar Restaurant,Entertainment,Wine bar,$$,4.4,14, Sumptuous nightclub for drinks & dancing,259 Newbury St,42.349667,-71.083221
Lansdowne Pub,Entertainment,Bar,$$,4.1,723, Lively watering hole & live music venue,9 Lansdowne St,42.347359,-71.095082
Corner Tavern,Entertainment,Grill,$,4.5,215, Neighborhood haunt with upscale eats,421 Marlborough St,42.350157,-71.089441
Foundation Room Boston,Entertainment,Event venue,$,4.6,25, Members only club inside House of Blues,"House of Blues, 15 Lansdowne St",42.370567,-71.026964
Petit Robert Bistro,Entertainment,Bar,$$,4.3,258, Classic fare in a Parisian atmosphere,"02118, 480 Columbus Ave",42.342864,-71.078646
The Lower Depths,Entertainment,Bar,$$,4.3,298, Local haunt for pub food & beer,476 Commonwealth Avenue,42.348557,-71.093851
Royal Rooters Club,Entertainment,Sports bar,$$,4.6,19, Venerable sports bar & Irish pub,4 Yawkey Way,42.346723,-71.098681
SOJUba,Entertainment,Bar,$$,4.3,223, Upbeat spot for Korean eats & cocktails,1260 Boylston St,42.344754,-71.095965
Anchovies,Entertainment,Bar,$,4.5,216, Cheerful nook for Italian standards,433 Columbus Ave,42.344044,-71.077871
Piattini,Entertainment,Italian,$$,4.3,408, Italian small plates & a wine bar,226 Newbury St,42.349727,-71.081241
Supercharged Entertainment,Entertainment,Go kart track,$$,4.5,179,Progressive bookstore & community space,591 Washington St,42.290821,-71.071803
Hojoko,Entertainment,Bar,$$$,4.4,470, Upbeat Japanese tavern in Verb Hotel,1271 Boylston St,42.345217,-71.096761
Eastern Standard,Entertainment,Grill,$$$,4.5,1414, Artful cocktails & brasserie style fare,528 Commonwealth Avenue,42.348516,-71.096222
Stephanie's On Newbury,Entertainment,Bar,$$$,4.1,982, Chic hot spot for brunch & patio dining,190 Newbury St,42.350185,-71.079591
Cornwall's,Entertainment,Bar,$$,4.4,312, British style pub with chill atmosphere,654 Beacon St,42.349311,-71.095821
Citizen Public House & Oyster Bar,Entertainment,Bar,$$,4.3,462, Vast whiskey selection & raw bar,1310 Boylston St,42.344137,-71.098413
Basho Japanese Brasserie,Entertainment,Bar,$$,4.2,302, Modern sushi hot spot near Fenway Park,1338 Boylston St,42.344267,-71.097981
Brownstone,Entertainment,Bar,$$,4.2,444, Pub fare with a gourmet twist,111 Dartmouth St,42.346464,-71.075283
Bullpen Kitchen and Tap,Entertainment,Sports bar,$$,3.8,17, Chain for American food & arcade games,19-20 Jersey St,42.346092,-71.098824
BEERWORKS (No. 1 Fenway/Boston),Entertainment,Brewpub,$$,4,549, Craft microbrews & stadium eats,61 Brookline Ave,42.347207,-71.099001
Fenway Johnnies,Entertainment,Bar,$$,4.1,69, Sumptuous nightclub for drinks & dancing,96 Brookline Ave,42.346137,-71.099291
Seiyo Boston,Entertainment,Bar,$$,4.3,97, Japanese fare in industrial chic digs,1721 Washington St,42.337088,-71.076602
Night Shift Owls Nest Esplanade,Entertainment,Beer Garden,$$,4.7,85, Neighborhood haunt with upscale eats,,42.370567,-71.026964
Boston Common Band,Entertainment,Entertainer,$$,5,13,Members only club inside House of Blues,290 Needham St,42.268784,-71.186485
Dave & Buster's,Entertainment,Event venue,$$,4.1,2960, Chain for American food & arcade games,271 Mishawum Rd,42.502456,-71.138451
Red Lantern Restaurant & Lounge,Entertainment,Asian,$$$,4.2,499, Stylish lounge with Pan Asian dishes,39 Stanhope St,42.348503,-71.073341
Brick Park Entertainment,Entertainment,Band,$$,5,1, Venerable sports bar & Irish pub,60 Blaney St,42.416064,-71.019739
The Brahmin,Entertainment,American,$$,3.9,373, American fare in busy old school setting,33 Stanhope St,42.348557,-71.073141
X1 Boston,Entertainment,Go kart track,$$,4.2,423,Indoor go kart venue with 2 tracks & bar,290 Wood Rd,42.218711,-71.039941
4Wall Entertainment,Entertainment,Stage lighting equipment supplier,$$,4.8,8, Italian small plates & a wine bar,125 Shawmut Rd,42.183101,-71.154107
Mistral,Entertainment,Bar,$$$,4.6,455, Sophisticated Southern French cuisine,223 Columbus Ave,42.348207,-71.072761
Stella Restaurant,Entertainment,Bar,$$,4.5,329, Stylish option for seasonal Italian fare,1525 Washington St,42.339896,-71.072612
Club Café,Entertainment,American,$$,4.2,392," Gay friendly cabaret, dance club & café",209 Columbus Ave,42.348567,-71.072372
Emmanuel Episcopal Church Of Boston,Entertainment,Episcopal church,$$,4.5,100, Chic hot spot for brunch & patio dining,15 Newbury St,42.352607,-71.072401
Grill 23 & Bar,Entertainment,Event venue,$$$$,4.6,875, Acclaimed chophouse & wine selection,161 Berkeley St,42.349398,-71.071858
Roxbury Center For the Arts,Entertainment,Arts organization,$$,4,1, Vast whiskey selection & raw bar,184 Dudley St # 102,42.328735,-71.082092
SpeakEasy Stage Company,Entertainment,Performing arts theater,$$,4.8,36, Venue for new plays & musicals,539 Tremont St,42.344716,-71.071388
Roxbury Center For the Arts,Entertainment,Arts organization,$$,4,1, Pub fare with a gourmet twist,184 Dudley St # 102,42.328735,-71.082092
SpeakEasy Stage Company,Entertainment,Performing arts theater,$$,4.8,36, Venue for new plays & musicals,539 Tremont St,42.344716,-71.071388
Company One,Entertainment,Performing arts theater,$$,4.3,6, Craft microbrews & stadium eats,539 Tremont St,42.344716,-71.071388
Cyclorama,Entertainment,Art center,$$,4.5,177, Sumptuous nightclub for drinks & dancing,539 Tremont St,42.344716,-71.071388
Boston Symphony Hall,Entertainment,Concert hall,$$,4.8,1800, National Historic Landmark concert venue,301 Massachusetts Ave,42.342893,-71.085689
Calderwood Pavilion (at the Boston Center for the Arts  BCA),Entertainment,Event venue,$$,5,3, Neighborhood haunt with upscale eats,527 Tremont St,42.344815,-71.070982
Summer Shack,Entertainment,Event venue,$$,4.3,944, Easygoing raw bar & seafood shack,50 Dalton St,42.347082,-71.085644
Chuck E. Cheese,Entertainment,Video arcade,$$,3.9,411," Chain for kids' parties, pizza & games",801 Worcester St,42.300931,-71.355793
BASILE  Fine Italian Kitchen,Entertainment,Bar,$$$,4.4,171, Intimate setting for Italian meals,162 Columbus Ave,42.349301,-71.070653
Estragon Tapas,Entertainment,Bar,$$,4.4,219, Cozy destination for Spanish cuisine,700 Harrison Ave,42.338451,-71.070274
Ginger Exchange Symphony,Entertainment,Bar,$$,4.2,297, Stylish venue for classic Pan Asian fare,250 Huntington Ave,42.342217,-71.085031
The Capital Grille,Entertainment,Bar,$$$$,4.6,588, Upscale chophouse chain with clubby look,"Hynes Convention Center, 900 Boylston St",42.370567,-71.026964
Del Frisco's Double Eagle Steakhouse,Entertainment,Bar,$$$$,4.2,110, High end beef & seafood in posh environs,888 Boylston St Suite 053,42.348192,-71.082876
Maggiano's Little Italy,Entertainment,Bar,$$,3,2, Sophisticated Southern French cuisine,20 Winchester St,42.349587,-71.067911
Taberna De Haro,Entertainment,Bar,$$,4.2,176, Tapas & vast array of Spanish wines,999 Beacon St,42.346115,-71.106091
Terra at Eataly Boston,Entertainment,Bar,$$$,3.9,96, Chic wood burning Italian grill & bar,"Prudential Tower, 800 Boylston St floor 3",42.370567,-71.026964
Five Horses Tavern  South End,Entertainment,Bar,$$,4.4,567," Beers, bourbon & creative American fare",535 Columbus Ave,42.341851,-71.080561
QDOBA Mexican Eats,Entertainment,Mexican,$,4.1,552, Counter serve Mexican chain,393 Huntington Ave Ste 101,42.339794,-71.090884
Brick Park,Entertainment,Band,$$,5,2, Vast whiskey selection & raw bar,60 Blaney St,42.416064,-71.019739
Tony C's Sports Bar & Grill  Fenway,Entertainment,Sports bar,$$,3.9,469, Sprawling sports bar with beer on tap,1265 Boylston St,42.345266,-71.096353
City Bar Back Bay,Entertainment,Cocktail bar,$$$,4,37, Chic lounge with upscale small plates,65 Exeter St,42.349147,-71.079621
Wisteria Restaurant and Bar,Entertainment,Grill,$$,3.5,4,Venue for new plays & musicals    ,821 Washington St,42.348961,-71.064317
Trapology Boston,Entertainment,Event venue,$$,4.8,264, Craft microbrews & stadium eats,177 Tremont St 2nd Floor,42.353017,-71.064051
Joe's American Bar & Grill,Entertainment,American,$$,4.2,1255, Family friendly bar & grill chain,181 Newbury St,42.350667,-71.079561
QDOBA Mexican Eats,Entertainment,Mexican,$,4.2,154, Counter serve Mexican chain,540 Commonwealth Avenue,42.348509,-71.096726
Liberty Lobby Bar,Entertainment,Bar,$,4.4,46, Swanky spot for wine & cocktails,215 Charles St,42.361985,-71.070176
Uno Pizzeria & Grill,Entertainment,Pizza,$$,3.8,485, Chain spot known for deep dish pizza,645 Beacon St,42.348357,-71.097701
Landmark's Kendall Square Cinema,Entertainment,Movie theater,$$,4.6,645, Digital cinema for indie & foreign films,355 Binney St,42.368051,-71.089931
Casino Productions,Entertainment,Corporate entertainment service,$$,5,3, Intimate setting for Italian meals,Ivory St,42.281027,-71.161785
Toro Boston,Entertainment,Spanish,$$$,4.6,1018," Chic hot spot for tapas, wine & drinks   ",1704 Washington St,42.336954,-71.075882
Puppet Showplace Theater,Entertainment,Performing arts theater,$$,4.8,86, Professional performances & workshops,32 Station St,42.332661,-71.095232
Society on High,Entertainment,Bar,$$,4,281, New American fare in chic quarters,99 High St,42.354263,-71.054841
Ned Devine’s,Entertainment,Irish pub,$$,4,531," Pub grub, pints & a lively dance floor",1 Faneuil Hall Marketplace,42.359887,-71.053981
Mr. Dooley's Boston,Entertainment,Bar,$$,4.5,664," Pints, pub grub & fiddlers",77 Broad St,42.357661,-71.053641
Meritage Restaurant,Entertainment,Restaurant,$$$,4.8,81, Wine & food pairings with a harbor view,70 Rowes Wharf,42.355924,-71.050166
Scorpion Bar Boston,Entertainment,Bar,$$,3.8,431," Cocktails, Mexican eats & nightlife",58 Seaport Blvd #200,42.353126,-71.047221
Boston Seaport,Entertainment,Bar,$$,5,1," Beers, bourbon & creative American fare","Seaport Blvd &&, Boston Wharf Rd",42.349578,-71.041266
Tangierino Cave,Entertainment,Hookah bar,$$$,3.8,105, Exotic hookah & cigar hangout,73 Main St,42.373837,-71.062698
Chuck E. Cheese,Entertainment,Video arcade,$$,4,250," Chain for kids' parties, pizza & games",139 Endicott St,42.364994,-71.057205
Thunder Road,Entertainment,Live Music,$,4.3,219, Nightly live music scene with bar food,379 Somerville Ave,42.381652,-71.100058
Boston Arts,Entertainment,Event planner,$$,4,1, Chic lounge with upscale small plates,31 St James Ave,42.350936,-71.071216
Laser Quest,Entertainment,Laser tag center,$$,4.3,224,High energy venue for laser tag games,1580 VFW Pkwy,42.267047,-71.167501
"Museum of Fine Arts, Boston",Entertainment,Tourist attraction,$$,4.8,8992, Impressionist art & Egyptian treasures,465 Huntington Ave,42.339591,-71.094203
Davio's Northern Italian Steakhouse,Entertainment,Bar,$$$,4.6,602, Upscale spot for prime cuts & pastas   ,75 Arlington St,42.350697,-71.070361
Sichuan Gourmet,Entertainment,Bar,$$,4.3,436, Dishes bringing on the spice,1006 Beacon St,42.346338,-71.107222
Law Offices of Vinca Jarrett and Associates,Entertainment,Legal services,$$,3.5,2, Swanky spot for wine & cocktails,304 Newbury St,42.348694,-71.085095
Entertainment Cinemas,Entertainment,Movie theater,$$,3,308,Cozy theater for first run films,390 Miracle Mile,43.636894,-72.289603
Encore Boston Harbor,Entertainment,Resort,$$,4.1,1930, Digital cinema for indie & foreign films,1 Broadway,42.349951,-71.067391
Boston Common,Entertainment,Tourist attraction,$$,4.7,17898, Venerable park with historic cred,139 Tremont St,42.355444,-71.063828
Station Bistro & KTV,Entertainment,Karaoke,$$,4.1,158,Lively late night lounge with Asian fare,20 Hudson St,42.350438,-71.060002
Isabella Stewart Gardner Museum,Entertainment,Tourist attraction,$$,4.7,3497, Art treasures in a Venetian style palace,25 Evans Way,42.338154,-71.098846
Room Escapers Boston,Entertainment,Amusement center,$$,4.7,26, New American fare in chic quarters,3 School St,42.357567,-71.058431
Boston Harbor Hotel,Entertainment,5 star hotel,$$,4.6,1472, Posh harborfront lodging with dining,70 Rowes Wharf,42.355924,-71.050166
Harvard Square,Entertainment,Tourist attraction,$$,4.5,4896, Historic gathering place since 1630,18 Brattle St #352,42.266962,-71.115878
AT&T Store,Entertainment,Electronics store,$$,4.5,22," Provider of wireless, phones & more",175 Cambridge St Suite 160,42.362127,-71.065881
ALTOUR American Express,Entertainment,Travel agency,$$,3.5,6," Cocktails, Mexican eats & nightlife",155 Federal St,42.353727,-71.056521
China Pearl,Entertainment,Chinese,$$,3.8,236, Outpost with dim sum & Chinese standards,237 Quincy Ave,42.240029,-70.990654
AT&T Store,Entertainment,Electronics store,$$,4,73," Provider of wireless, phones & more",692 Massachusetts Ave,42.335417,-71.075231
AT&T Store,Entertainment,Cell phone store,$$,3.7,191," Provider of wireless, phones & more",699 Boylston St,42.349869,-71.079233
Boston Face Painting,Entertainment,Event planner,$$,5,1,Nightly live music scene with bar food,51 Market St,42.363292,-71.059247
Berklee College of Music,Entertainment,Music school,$$,4.5,257,Private school for music related degrees ,,42.370567,-71.026964
Beasley Broadcast Group Boston,Entertainment,Television station,$$,4,1,High energy venue for laser tag games,552 Massachusetts Ave # 201,42.338402,-71.078511
ArtsBoston,Entertainment,Arts organization,$$,5,2, Impressionist art & Egyptian treasures,31 St James Ave #360,42.350936,-71.071216
Waverley Knobs,Entertainment,Media company,$$,5,2, Upscale spot for prime cuts & pastas,1660 Soldiers Field Rd Suite 200,42.358757,-71.153671
AT&T Store,Entertainment,Cell phone store,$$,3.2,85," Provider of wireless, phones & more","443 Washington St, 8 Winter St",42.296087,-71.072361
Mohegan Gaming & Entertainment,Entertainment,Association or organization,$$,4.2,24, Swanky spot for wine & cocktails,1 Mohegan Sun Blvd,41.492418,-72.087738
Boston Photo Booth Rentals,Entertainment,Wedding photographer,$$,2.6,5,Cozy theater for first run films,53 State St,42.358768,-71.056201
Entertainment,Entertainment,Entertainment agency,$$,4.5,4, Digital cinema for indie & foreign films,115 W 30th St #601,42.370567,-71.026964
Circle Bowl & Entertainment,Entertainment,Bowling alley,$$,4.5,729, Venerable park with historic cred,1107 Route 46 W,40.880001,-74.645591
WXKS FM (Medford),Entertainment,Radio broadcaster,$$,5,1,Lively late night lounge with Asian fare,,42.370567,-71.026964
The Institute of Contemporary Art,Entertainment,Tourist attraction,$$,4.4,1761, Striking waterfront modern art museum,25 Harbor Shore Drive,42.352778,-71.043104
Autodesk BUILD Space,Entertainment,Software company,$$,4.8,56, New American fare in chic quarters,23 Drydock Ave,42.344099,-71.029979
Logan Furniture,Entertainment,Furniture store,$$,4.2,86,Classic & modern home furnishings shop,50 Freeport St,42.306527,-71.057341
Aramark,Entertainment,Caterer,$,5,1, Historic gathering place since 1630,12 Lansdowne St,42.346651,-71.095604
Boston University,Entertainment,Private university,$$,4.3,326,Research focused private university,,42.370567,-71.026964
VivaSalotti,Entertainment,Furniture store,$$,5,1," Cocktails, Mexican eats & nightlife",150 Tremont St,42.354816,-71.063103
Bay State College,Entertainment,College,$$,3.8,21, Outpost with dim sum & Chinese standards,31 St James Ave,42.350936,-71.071216
Entertainment Cruises New York & New Jersey,Entertainment,Event venue,$$,3.7,14," Provider of wireless, phones & more","Pier 62, Chelsea Piers, Suite 200",42.370567,-71.026964
College of Communication,Entertainment,College,$$,4.5,8," Provider of wireless, phones & more",640 Commonwealth Avenue,42.348857,-71.102321
Prudential Center Boston,Entertainment,Shopping mall,$$,4.5,8426,Nightly live music scene with bar food,800 Boylston St,42.346277,-71.082801
Hatch Fenway,Entertainment,Business management consultant,$$,4.5,2,Private school for music related degrees,401 Park Dr,42.344257,-71.102181
AOL,Entertainment,Internet marketing service,$$,5,1,High energy venue for laser tag games,31 St James Ave,42.350936,-71.071216
Suffolk University,Entertainment,Private university,$$,4.3,50, Impressionist art & Egyptian treasures,8 Ashburton Pl,42.359011,-71.061991
Suffolk University Law School,Entertainment,Law school,$$,4.2,17, Upscale spot for prime cuts & pastas,120 Tremont St,42.356731,-71.061155
Sirius XM Radio Inc,Entertainment,Radio broadcaster,$$,5,1," Provider of wireless, phones & more",1 Legends Way,42.366566,-71.06171
Harvard Business School,Entertainment,Business school,$$,4.6,281, Renowned graduate school,,42.370567,-71.026964
Sierra,Entertainment,Department store,$$,4.3,256,Cozy theater for first run films,141 Needham St,42.312972,-71.212522
MIT Sloan Executive Education,Entertainment,University,$$,5,2, Digital cinema for indie & foreign films,1 Main St,42.288601,-71.094726
Harvard University,Entertainment,University,$$,4.4,5089, Venerable park with historic cred,,42.370567,-71.026964
Entertainment Weekly,Entertainment,Publisher,$$,3.5,15,Lively late night lounge with Asian fare,135 W 50th St,42.370567,-71.026964
Mason Pool,Entertainment,Swimming facility,$$,4.5,40, Striking waterfront modern art museum,159 Norfolk Ave,42.325904,-71.070727
Odyssey Cruises Group Sales,Entertainment,Cruise agency,$$,5,3, New American fare in chic quarters,200 Northern Ave #75,42.350889,-71.043468
Danny Dubin  Corporate Magician,Entertainment,Magician,$$,5,5,Classic & modern home furnishings shop,,42.370567,-71.026964
Harvard Law School,Entertainment,Law school,$$,4.5,237, Venerable law program dating to 1817,,42.370567,-71.026964
Lanoue Gallery,Entertainment,Art gallery,$$,4.3,4,Research focused private university,450 Harrison Ave #31,42.342747,-71.065021
Pavilion Sound Works,Entertainment,Audio visual equipment rental service,$$,5,1," Cocktails, Mexican eats & nightlife",333 Washington St #234,42.356901,-71.059131
Moves & Vibes Dancing Academy,Entertainment,Dance school,$$,4.9,11, Outpost with dim sum & Chinese standards,44 5th St,42.339856,-71.055806
A C Nielsen,Entertainment,Business to business service,$$,5,1," Provider of wireless, phones & more",101 Federal St #600,42.354952,-71.056637
Trans World New York LLC,Entertainment,Corporate campus,$$,2.1,7," Provider of wireless, phones & more",38 Corporate Cir,42.370567,-71.026964
Boston Women's Memorial,Landmark,Tourist attraction,,4.8,27,,256 Commonwealth Avenue,42.350127,-71.083141
Ben Franklin House,Landmark,Tourist attraction,,4.2,27,,17 Milk St,42.356721,-71.058486
Alexander Hamilton Statue,Landmark,Tourist attraction,,5,3,,,,
Fenway Studios,Landmark,Tourist attraction,,4.4,16,,30 Ipswich St # 1,42.347377,-71.090451
Boston Massacre Site,Landmark,Tourist attraction,,4.5,651,,,,
Bedford Block,Landmark,Tourist attraction,,2.5,,,99 Bedford St  Ad,42.353164,-71.058211
The Round House,Landmark,Tourist attraction,,3.8,8,,36 Atherton St,42.317337,-71.100591
John Singleton Copley Statue,Landmark,Tourist attraction,,5,5,,,,
Frederick Ayer Mansion,Landmark,Tourist attraction,,5,1,,395 Commonwealth Avenue,42.349454,-71.090313
Donald McKay House,Landmark,Tourist attraction,,3,3,,80 White St  Ad,42.380793,-71.036532
Marathon Finish line,Landmark,Tourist attraction,,4.7,183,,700 Boylston St,42.349248,-71.07866
William Lloyd Garrison House,Landmark,Tourist attraction,,5,4,,125 Highland St,42.325917,-71.094111
The Great Elm,Landmark,Tourist attraction,,4,3,,,,
Khalil Gibran Plaque,Landmark,Historical landmark,,4.7,18,,227 Dartmouth St  Ad,42.349659,-71.076974
John Hancock Tower Boston,Landmark,Tourist attraction,,4.4,15,,,,
John Fitzgerald Kennedy National Historic Site,Landmark,Tourist attraction,,4.6,218,,83 Beals St    ,42.283354,-71.063306
Anne Hutchinson Statue,Landmark,Tourist attraction,,5,1,,,,
Loring Greenough House,Landmark,Tourist attraction,,4.5,42,,12 South St,42.309614,-71.115044
Boston's Old City Hall,Landmark,Tourist attraction,,4.6,212,,45 School St    ,42.358127,-71.059331
Henderson Carriage Building,Landmark,Tourist attraction,,2.5,,,,,
Historic MIT Radiation Lab Plaque,Landmark,Historical landmark,,4.9,25,,32 Vassar St,42.299759,-71.077561
Shirley Eustis House,Landmark,Tourist attraction,,4.9,13,,33 Shirley St,42.323521,-71.071771
Paul Revere Statue,Landmark,Tourist attraction,,4.5,181,,,,
George Robert White Memorial,Landmark,Tourist attraction,,4,3,,,,
The James Blake House 1661,Landmark,Tourist attraction,,4.7,18,,735 Columbia Rd    ,42.319978,-71.060592
Audubon Circle,Landmark,Tourist attraction,,3.3,4,,,,
Old Schwamb Mill,Landmark,Tourist attraction,,4.7,16,,17 Mill Ln,42.300497,-71.052711
Landmark Square Apartments,Landmark,Apartments,,4,43,,75 Peterborough St,42.343747,-71.098271
Edgar Allan Poe Memorial Plaque,Landmark,Historical landmark,,4.7,7,,62 Charles St S,42.350231,-71.066541
TUFTS MEDICAL CENTER,Landmark,Historical landmark,,5,1,,330 Tremont St,42.348497,-71.065861
Chickatawbut Observation Tower,Landmark,Tourist attraction,,4.5,107,,,,
Old South Meeting House,Landmark,Tourist attraction,,4.6,304,,310 Washington St   ,42.357003,-71.058385
300th Anniversary Monument,Landmark,Tourist attraction,,4,3,,99 Spruce St,42.356643,-71.067532
Basement Crypt of the Old North Church,Landmark,Tourist attraction,,4.5,2,,,,
Dillaway Thomas House Roxbury,Landmark,Historical landmark,,5,2,,183 Roxbury St,42.330527,-71.090701
Boston Tea Party Ships & Museum,Landmark,Tourist attraction,,4.5,3443,,306 Congress St    ,42.351586,-71.05014
1767 Milestones,Landmark,Tourist attraction,,5,2,,,,
Boston Common,Landmark,Tourist attraction,,4.7,17883,,139 Tremont St    ,42.355444,-71.063828
Hatch Memorial Shell,Landmark,Tourist attraction,,4.6,398,,47 David G Mugar Way  ,42.357243,-71.073701
Central Square,Landmark,Tourist attraction,,4.3,122,,581 Massachusetts Ave,42.337383,-71.078414
Old West Church,Landmark,Tourist attraction,,4.4,20,,131 Cambridge St,42.361687,-71.064231
The Freedom Trail Foundation,Landmark,Tourist attraction,,4.6,66,,204 Freedom Trail,42.362847,-71.056237
Grain Exchange,Landmark,Tourist attraction,,4,1,,177 Milk St # 2  ,42.358387,-71.052541
Great House and Three Cranes Tavern,Landmark,Tourist attraction,,5,1,,,,
King's Chapel,Landmark,Tourist attraction,,4.5,285,,58 Tremont St,42.358019,-71.059981
